disease	event	number	loc	state	Year	Month	Day
MEASLES	CASES	0	WORCESTER	MA	1942	11	8
PNEUMONIA	DEATHS	5	WORCESTER	MA	1942	11	8
SCARLET FEVER	CASES	11	WORCESTER	MA	1942	11	8
WHOOPING COUGH [PERTUSSIS]	CASES	6	WORCESTER	MA	1942	11	8
DIPHTHERIA	CASES	0	WORCESTER	MA	1942	11	15
INFLUENZA	DEATHS	0	WORCESTER	MA	1942	11	15
MEASLES	CASES	0	WORCESTER	MA	1942	11	15
PNEUMONIA	DEATHS	5	WORCESTER	MA	1942	11	15
SCARLET FEVER	CASES	6	WORCESTER	MA	1942	11	15
WHOOPING COUGH [PERTUSSIS]	CASES	23	WORCESTER	MA	1942	11	15
DIPHTHERIA	CASES	0	WORCESTER	MA	1942	11	22
INFLUENZA	DEATHS	0	WORCESTER	MA	1942	11	22
MEASLES	CASES	1	WORCESTER	MA	1942	11	22
PNEUMONIA	DEATHS	8	WORCESTER	MA	1942	11	22
SCARLET FEVER	CASES	5	WORCESTER	MA	1942	11	22
WHOOPING COUGH [PERTUSSIS]	CASES	11	WORCESTER	MA	1942	11	22
DIPHTHERIA	CASES	0	WORCESTER	MA	1942	11	29
INFLUENZA	DEATHS	0	WORCESTER	MA	1942	11	29
MEASLES	CASES	1	WORCESTER	MA	1942	11	29
PNEUMONIA	DEATHS	8	WORCESTER	MA	1942	11	29
SCARLET FEVER	CASES	14	WORCESTER	MA	1942	11	29
WHOOPING COUGH [PERTUSSIS]	CASES	8	WORCESTER	MA	1942	11	29
DIPHTHERIA	CASES	0	WORCESTER	MA	1942	12	6
INFLUENZA	DEATHS	0	WORCESTER	MA	1942	12	6
MEASLES	CASES	5	WORCESTER	MA	1942	12	6
PNEUMONIA	DEATHS	5	WORCESTER	MA	1942	12	6
SCARLET FEVER	CASES	7	WORCESTER	MA	1942	12	6
WHOOPING COUGH [PERTUSSIS]	CASES	10	WORCESTER	MA	1942	12	6
DIPHTHERIA	CASES	0	WORCESTER	MA	1942	12	13
INFLUENZA	DEATHS	0	WORCESTER	MA	1942	12	13
MEASLES	CASES	2	WORCESTER	MA	1942	12	13
PNEUMONIA	DEATHS	11	WORCESTER	MA	1942	12	13
SCARLET FEVER	CASES	12	WORCESTER	MA	1942	12	13
WHOOPING COUGH [PERTUSSIS]	CASES	23	WORCESTER	MA	1942	12	13
DIPHTHERIA	CASES	0	WORCESTER	MA	1942	12	20
INFLUENZA	DEATHS	0	WORCESTER	MA	1942	12	20
MEASLES	CASES	8	WORCESTER	MA	1942	12	20
PNEUMONIA	DEATHS	12	WORCESTER	MA	1942	12	20
SCARLET FEVER	CASES	7	WORCESTER	MA	1942	12	20
WHOOPING COUGH [PERTUSSIS]	CASES	0	WORCESTER	MA	1942	12	20
DIPHTHERIA	CASES	0	WORCESTER	MA	1942	12	27
INFLUENZA	DEATHS	0	WORCESTER	MA	1942	12	27
MEASLES	CASES	6	WORCESTER	MA	1942	12	27
PNEUMONIA	DEATHS	10	WORCESTER	MA	1942	12	27
SCARLET FEVER	CASES	6	WORCESTER	MA	1942	12	27
WHOOPING COUGH [PERTUSSIS]	CASES	4	WORCESTER	MA	1942	12	27
DIPHTHERIA	CASES	0	WORCESTER	MA	1943	1	3
INFLUENZA	DEATHS	0	WORCESTER	MA	1943	1	3
MEASLES	CASES	31	WORCESTER	MA	1943	1	3
PNEUMONIA	DEATHS	10	WORCESTER	MA	1943	1	3
SCARLET FEVER	CASES	14	WORCESTER	MA	1943	1	3
WHOOPING COUGH [PERTUSSIS]	CASES	5	WORCESTER	MA	1943	1	3
DIPHTHERIA	CASES	0	WORCESTER	MA	1943	1	10
INFLUENZA	DEATHS	0	WORCESTER	MA	1943	1	10
MEASLES	CASES	21	WORCESTER	MA	1943	1	10
PNEUMONIA	DEATHS	13	WORCESTER	MA	1943	1	10
SCARLET FEVER	CASES	6	WORCESTER	MA	1943	1	10
WHOOPING COUGH [PERTUSSIS]	CASES	16	WORCESTER	MA	1943	1	10
DIPHTHERIA	CASES	0	WORCESTER	MA	1943	1	17
INFLUENZA	DEATHS	0	WORCESTER	MA	1943	1	17
MEASLES	CASES	0	WORCESTER	MA	1943	1	17
PNEUMONIA	DEATHS	16	WORCESTER	MA	1943	1	17
SCARLET FEVER	CASES	6	WORCESTER	MA	1943	1	17
WHOOPING COUGH [PERTUSSIS]	CASES	6	WORCESTER	MA	1943	1	17
DIPHTHERIA	CASES	0	WORCESTER	MA	1943	1	24
INFLUENZA	DEATHS	0	WORCESTER	MA	1943	1	24
MEASLES	CASES	65	WORCESTER	MA	1943	1	24
PNEUMONIA	DEATHS	11	WORCESTER	MA	1943	1	24
SCARLET FEVER	CASES	16	WORCESTER	MA	1943	1	24
WHOOPING COUGH [PERTUSSIS]	CASES	7	WORCESTER	MA	1943	1	24
DIPHTHERIA	CASES	0	WORCESTER	MA	1943	1	31
INFLUENZA	DEATHS	0	WORCESTER	MA	1943	1	31
MEASLES	CASES	47	WORCESTER	MA	1943	1	31
PNEUMONIA	DEATHS	8	WORCESTER	MA	1943	1	31
SCARLET FEVER	CASES	5	WORCESTER	MA	1943	1	31
WHOOPING COUGH [PERTUSSIS]	CASES	3	WORCESTER	MA	1943	1	31
DIPHTHERIA	CASES	0	WORCESTER	MA	1943	2	7
INFLUENZA	DEATHS	0	WORCESTER	MA	1943	2	7
MEASLES	CASES	130	WORCESTER	MA	1943	2	7
PNEUMONIA	DEATHS	7	WORCESTER	MA	1943	2	7
SCARLET FEVER	CASES	14	WORCESTER	MA	1943	2	7
WHOOPING COUGH [PERTUSSIS]	CASES	8	WORCESTER	MA	1943	2	7
DIPHTHERIA	CASES	0	WORCESTER	MA	1943	2	14
INFLUENZA	DEATHS	0	WORCESTER	MA	1943	2	14
MEASLES	CASES	123	WORCESTER	MA	1943	2	14
PNEUMONIA	DEATHS	8	WORCESTER	MA	1943	2	14
SCARLET FEVER	CASES	18	WORCESTER	MA	1943	2	14
WHOOPING COUGH [PERTUSSIS]	CASES	2	WORCESTER	MA	1943	2	14
DIPHTHERIA	CASES	0	WORCESTER	MA	1943	2	21
INFLUENZA	DEATHS	0	WORCESTER	MA	1943	2	21
MEASLES	CASES	175	WORCESTER	MA	1943	2	21
PNEUMONIA	DEATHS	8	WORCESTER	MA	1943	2	21
SCARLET FEVER	CASES	11	WORCESTER	MA	1943	2	21
WHOOPING COUGH [PERTUSSIS]	CASES	10	WORCESTER	MA	1943	2	21
DIPHTHERIA	CASES	0	WORCESTER	MA	1943	2	28
INFLUENZA	DEATHS	0	WORCESTER	MA	1943	2	28
MEASLES	CASES	245	WORCESTER	MA	1943	2	28
PNEUMONIA	DEATHS	12	WORCESTER	MA	1943	2	28
SCARLET FEVER	CASES	11	WORCESTER	MA	1943	2	28
WHOOPING COUGH [PERTUSSIS]	CASES	6	WORCESTER	MA	1943	2	28
DIPHTHERIA	CASES	0	WORCESTER	MA	1943	3	7
INFLUENZA	DEATHS	0	WORCESTER	MA	1943	3	7
MEASLES	CASES	294	WORCESTER	MA	1943	3	7
PNEUMONIA	DEATHS	10	WORCESTER	MA	1943	3	7
SCARLET FEVER	CASES	17	WORCESTER	MA	1943	3	7
WHOOPING COUGH [PERTUSSIS]	CASES	5	WORCESTER	MA	1943	3	7
DIPHTHERIA	CASES	0	WORCESTER	MA	1943	3	14
INFLUENZA	DEATHS	0	WORCESTER	MA	1943	3	14
MEASLES	CASES	381	WORCESTER	MA	1943	3	14
PNEUMONIA	DEATHS	5	WORCESTER	MA	1943	3	14
SCARLET FEVER	CASES	13	WORCESTER	MA	1943	3	14
WHOOPING COUGH [PERTUSSIS]	CASES	4	WORCESTER	MA	1943	3	14
DIPHTHERIA	CASES	0	WORCESTER	MA	1943	3	21
INFLUENZA	DEATHS	0	WORCESTER	MA	1943	3	21
MEASLES	CASES	372	WORCESTER	MA	1943	3	21
PNEUMONIA	DEATHS	3	WORCESTER	MA	1943	3	21
SCARLET FEVER	CASES	7	WORCESTER	MA	1943	3	21
WHOOPING COUGH [PERTUSSIS]	CASES	2	WORCESTER	MA	1943	3	21
DIPHTHERIA	CASES	0	WORCESTER	MA	1943	3	28
INFLUENZA	DEATHS	0	WORCESTER	MA	1943	3	28
MEASLES	CASES	362	WORCESTER	MA	1943	3	28
PNEUMONIA	DEATHS	13	WORCESTER	MA	1943	3	28
SCARLET FEVER	CASES	9	WORCESTER	MA	1943	3	28
WHOOPING COUGH [PERTUSSIS]	CASES	11	WORCESTER	MA	1943	3	28
DIPHTHERIA	CASES	0	WORCESTER	MA	1943	4	4
INFLUENZA	DEATHS	0	WORCESTER	MA	1943	4	4
MEASLES	CASES	366	WORCESTER	MA	1943	4	4
PNEUMONIA	DEATHS	4	WORCESTER	MA	1943	4	4
SCARLET FEVER	CASES	15	WORCESTER	MA	1943	4	4
WHOOPING COUGH [PERTUSSIS]	CASES	11	WORCESTER	MA	1943	4	4
DIPHTHERIA	CASES	0	WORCESTER	MA	1943	4	11
INFLUENZA	DEATHS	0	WORCESTER	MA	1943	4	11
MEASLES	CASES	349	WORCESTER	MA	1943	4	11
PNEUMONIA	DEATHS	15	WORCESTER	MA	1943	4	11
SCARLET FEVER	CASES	12	WORCESTER	MA	1943	4	11
WHOOPING COUGH [PERTUSSIS]	CASES	7	WORCESTER	MA	1943	4	11
DIPHTHERIA	CASES	0	WORCESTER	MA	1943	4	18
INFLUENZA	DEATHS	0	WORCESTER	MA	1943	4	18
MEASLES	CASES	228	WORCESTER	MA	1943	4	18
PNEUMONIA	DEATHS	8	WORCESTER	MA	1943	4	18
SCARLET FEVER	CASES	4	WORCESTER	MA	1943	4	18
WHOOPING COUGH [PERTUSSIS]	CASES	25	WORCESTER	MA	1943	4	18
DIPHTHERIA	CASES	0	WORCESTER	MA	1943	4	25
INFLUENZA	DEATHS	0	WORCESTER	MA	1943	4	25
MEASLES	CASES	223	WORCESTER	MA	1943	4	25
PNEUMONIA	DEATHS	12	WORCESTER	MA	1943	4	25
SCARLET FEVER	CASES	9	WORCESTER	MA	1943	4	25
WHOOPING COUGH [PERTUSSIS]	CASES	2	WORCESTER	MA	1943	4	25
DIPHTHERIA	CASES	0	WORCESTER	MA	1943	5	2
INFLUENZA	DEATHS	0	WORCESTER	MA	1943	5	2
MEASLES	CASES	173	WORCESTER	MA	1943	5	2
PNEUMONIA	DEATHS	15	WORCESTER	MA	1943	5	2
SCARLET FEVER	CASES	17	WORCESTER	MA	1943	5	2
WHOOPING COUGH [PERTUSSIS]	CASES	4	WORCESTER	MA	1943	5	2
DIPHTHERIA	CASES	0	WORCESTER	MA	1943	5	9
INFLUENZA	DEATHS	0	WORCESTER	MA	1943	5	9
MEASLES	CASES	145	WORCESTER	MA	1943	5	9
PNEUMONIA	DEATHS	2	WORCESTER	MA	1943	5	9
SCARLET FEVER	CASES	13	WORCESTER	MA	1943	5	9
WHOOPING COUGH [PERTUSSIS]	CASES	6	WORCESTER	MA	1943	5	9
DIPHTHERIA	CASES	0	WORCESTER	MA	1943	5	16
INFLUENZA	DEATHS	0	WORCESTER	MA	1943	5	16
MEASLES	CASES	65	WORCESTER	MA	1943	5	16
PNEUMONIA	DEATHS	5	WORCESTER	MA	1943	5	16
SCARLET FEVER	CASES	9	WORCESTER	MA	1943	5	16
WHOOPING COUGH [PERTUSSIS]	CASES	5	WORCESTER	MA	1943	5	16
DIPHTHERIA	CASES	0	WORCESTER	MA	1943	5	23
INFLUENZA	DEATHS	0	WORCESTER	MA	1943	5	23
MEASLES	CASES	36	WORCESTER	MA	1943	5	23
PNEUMONIA	DEATHS	3	WORCESTER	MA	1943	5	23
SCARLET FEVER	CASES	12	WORCESTER	MA	1943	5	23
WHOOPING COUGH [PERTUSSIS]	CASES	0	WORCESTER	MA	1943	5	23
DIPHTHERIA	CASES	0	WORCESTER	MA	1943	5	30
INFLUENZA	DEATHS	0	WORCESTER	MA	1943	5	30
MEASLES	CASES	56	WORCESTER	MA	1943	5	30
PNEUMONIA	DEATHS	6	WORCESTER	MA	1943	5	30
SCARLET FEVER	CASES	11	WORCESTER	MA	1943	5	30
WHOOPING COUGH [PERTUSSIS]	CASES	1	WORCESTER	MA	1943	5	30
DIPHTHERIA	CASES	0	WORCESTER	MA	1943	6	6
INFLUENZA	DEATHS	0	WORCESTER	MA	1943	6	6
MEASLES	CASES	24	WORCESTER	MA	1943	6	6
PNEUMONIA	DEATHS	5	WORCESTER	MA	1943	6	6
SCARLET FEVER	CASES	13	WORCESTER	MA	1943	6	6
WHOOPING COUGH [PERTUSSIS]	CASES	1	WORCESTER	MA	1943	6	6
DIPHTHERIA	CASES	0	WORCESTER	MA	1943	6	13
INFLUENZA	DEATHS	0	WORCESTER	MA	1943	6	13
MEASLES	CASES	14	WORCESTER	MA	1943	6	13
PNEUMONIA	DEATHS	5	WORCESTER	MA	1943	6	13
SCARLET FEVER	CASES	7	WORCESTER	MA	1943	6	13
WHOOPING COUGH [PERTUSSIS]	CASES	6	WORCESTER	MA	1943	6	13
DIPHTHERIA	CASES	0	WORCESTER	MA	1943	6	20
INFLUENZA	DEATHS	0	WORCESTER	MA	1943	6	20
MEASLES	CASES	8	WORCESTER	MA	1943	6	20
PNEUMONIA	DEATHS	7	WORCESTER	MA	1943	6	20
SCARLET FEVER	CASES	4	WORCESTER	MA	1943	6	20
WHOOPING COUGH [PERTUSSIS]	CASES	5	WORCESTER	MA	1943	6	20
DIPHTHERIA	CASES	0	WORCESTER	MA	1943	6	27
INFLUENZA	DEATHS	0	WORCESTER	MA	1943	6	27
MEASLES	CASES	0	WORCESTER	MA	1943	6	27
PNEUMONIA	DEATHS	2	WORCESTER	MA	1943	6	27
SCARLET FEVER	CASES	5	WORCESTER	MA	1943	6	27
WHOOPING COUGH [PERTUSSIS]	CASES	10	WORCESTER	MA	1943	6	27
DIPHTHERIA	CASES	0	WORCESTER	MA	1943	7	4
INFLUENZA	DEATHS	0	WORCESTER	MA	1943	7	4
MEASLES	CASES	2	WORCESTER	MA	1943	7	4
PNEUMONIA	DEATHS	3	WORCESTER	MA	1943	7	4
SCARLET FEVER	CASES	2	WORCESTER	MA	1943	7	4
WHOOPING COUGH [PERTUSSIS]	CASES	8	WORCESTER	MA	1943	7	4
DIPHTHERIA	CASES	0	WORCESTER	MA	1943	7	11
INFLUENZA	DEATHS	0	WORCESTER	MA	1943	7	11
MEASLES	CASES	5	WORCESTER	MA	1943	7	11
PNEUMONIA	DEATHS	8	WORCESTER	MA	1943	7	11
SCARLET FEVER	CASES	4	WORCESTER	MA	1943	7	11
WHOOPING COUGH [PERTUSSIS]	CASES	3	WORCESTER	MA	1943	7	11
DIPHTHERIA	CASES	0	WORCESTER	MA	1943	7	18
INFLUENZA	DEATHS	0	WORCESTER	MA	1943	7	18
MEASLES	CASES	2	WORCESTER	MA	1943	7	18
PNEUMONIA	DEATHS	4	WORCESTER	MA	1943	7	18
SCARLET FEVER	CASES	10	WORCESTER	MA	1943	7	18
WHOOPING COUGH [PERTUSSIS]	CASES	5	WORCESTER	MA	1943	7	18
DIPHTHERIA	CASES	0	WORCESTER	MA	1943	7	25
INFLUENZA	DEATHS	0	WORCESTER	MA	1943	7	25
MEASLES	CASES	1	WORCESTER	MA	1943	7	25
PNEUMONIA	DEATHS	9	WORCESTER	MA	1943	7	25
SCARLET FEVER	CASES	2	WORCESTER	MA	1943	7	25
WHOOPING COUGH [PERTUSSIS]	CASES	0	WORCESTER	MA	1943	7	25
DIPHTHERIA	CASES	0	WORCESTER	MA	1943	8	1
INFLUENZA	DEATHS	0	WORCESTER	MA	1943	8	1
MEASLES	CASES	3	WORCESTER	MA	1943	8	1
PNEUMONIA	DEATHS	1	WORCESTER	MA	1943	8	1
SCARLET FEVER	CASES	2	WORCESTER	MA	1943	8	1
WHOOPING COUGH [PERTUSSIS]	CASES	6	WORCESTER	MA	1943	8	1
DIPHTHERIA	CASES	0	WORCESTER	MA	1943	8	8
INFLUENZA	DEATHS	0	WORCESTER	MA	1943	8	8
MEASLES	CASES	0	WORCESTER	MA	1943	8	8
PNEUMONIA	DEATHS	6	WORCESTER	MA	1943	8	8
SCARLET FEVER	CASES	3	WORCESTER	MA	1943	8	8
WHOOPING COUGH [PERTUSSIS]	CASES	0	WORCESTER	MA	1943	8	8
DIPHTHERIA	CASES	0	WORCESTER	MA	1943	8	15
INFLUENZA	DEATHS	0	WORCESTER	MA	1943	8	15
MEASLES	CASES	1	WORCESTER	MA	1943	8	15
PNEUMONIA	DEATHS	10	WORCESTER	MA	1943	8	15
SCARLET FEVER	CASES	3	WORCESTER	MA	1943	8	15
WHOOPING COUGH [PERTUSSIS]	CASES	0	WORCESTER	MA	1943	8	15
DIPHTHERIA	CASES	0	WORCESTER	MA	1943	8	22
INFLUENZA	DEATHS	0	WORCESTER	MA	1943	8	22
MEASLES	CASES	0	WORCESTER	MA	1943	8	22
PNEUMONIA	DEATHS	2	WORCESTER	MA	1943	8	22
SCARLET FEVER	CASES	4	WORCESTER	MA	1943	8	22
WHOOPING COUGH [PERTUSSIS]	CASES	2	WORCESTER	MA	1943	8	22
DIPHTHERIA	CASES	0	WORCESTER	MA	1943	8	29
INFLUENZA	DEATHS	0	WORCESTER	MA	1943	8	29
MEASLES	CASES	0	WORCESTER	MA	1943	8	29
PNEUMONIA	DEATHS	6	WORCESTER	MA	1943	8	29
SCARLET FEVER	CASES	5	WORCESTER	MA	1943	8	29
WHOOPING COUGH [PERTUSSIS]	CASES	4	WORCESTER	MA	1943	8	29
DIPHTHERIA	CASES	0	WORCESTER	MA	1943	9	5
INFLUENZA	DEATHS	0	WORCESTER	MA	1943	9	5
MEASLES	CASES	0	WORCESTER	MA	1943	9	5
PNEUMONIA	DEATHS	4	WORCESTER	MA	1943	9	5
SCARLET FEVER	CASES	7	WORCESTER	MA	1943	9	5
WHOOPING COUGH [PERTUSSIS]	CASES	3	WORCESTER	MA	1943	9	5
DIPHTHERIA	CASES	0	WORCESTER	MA	1943	9	12
INFLUENZA	DEATHS	0	WORCESTER	MA	1943	9	12
MEASLES	CASES	1	WORCESTER	MA	1943	9	12
PNEUMONIA	DEATHS	4	WORCESTER	MA	1943	9	12
SCARLET FEVER	CASES	15	WORCESTER	MA	1943	9	12
WHOOPING COUGH [PERTUSSIS]	CASES	7	WORCESTER	MA	1943	9	12
DIPHTHERIA	CASES	0	WORCESTER	MA	1943	9	19
INFLUENZA	DEATHS	0	WORCESTER	MA	1943	9	19
MEASLES	CASES	0	WORCESTER	MA	1943	9	19
PNEUMONIA	DEATHS	11	WORCESTER	MA	1943	9	19
SCARLET FEVER	CASES	16	WORCESTER	MA	1943	9	19
WHOOPING COUGH [PERTUSSIS]	CASES	7	WORCESTER	MA	1943	9	19
DIPHTHERIA	CASES	0	WORCESTER	MA	1943	9	26
INFLUENZA	DEATHS	0	WORCESTER	MA	1943	9	26
MEASLES	CASES	1	WORCESTER	MA	1943	9	26
PNEUMONIA	DEATHS	6	WORCESTER	MA	1943	9	26
SCARLET FEVER	CASES	28	WORCESTER	MA	1943	9	26
WHOOPING COUGH [PERTUSSIS]	CASES	3	WORCESTER	MA	1943	9	26
DIPHTHERIA	CASES	0	WORCESTER	MA	1943	10	3
INFLUENZA	DEATHS	0	WORCESTER	MA	1943	10	3
MEASLES	CASES	0	WORCESTER	MA	1943	10	3
PNEUMONIA	DEATHS	7	WORCESTER	MA	1943	10	3
SCARLET FEVER	CASES	14	WORCESTER	MA	1943	10	3
WHOOPING COUGH [PERTUSSIS]	CASES	2	WORCESTER	MA	1943	10	3
DIPHTHERIA	CASES	0	WORCESTER	MA	1943	10	10
INFLUENZA	DEATHS	0	WORCESTER	MA	1943	10	10
MEASLES	CASES	1	WORCESTER	MA	1943	10	10
PNEUMONIA	DEATHS	2	WORCESTER	MA	1943	10	10
SCARLET FEVER	CASES	12	WORCESTER	MA	1943	10	10
WHOOPING COUGH [PERTUSSIS]	CASES	0	WORCESTER	MA	1943	10	10
DIPHTHERIA	CASES	0	WORCESTER	MA	1943	10	17
INFLUENZA	DEATHS	0	WORCESTER	MA	1943	10	17
MEASLES	CASES	1	WORCESTER	MA	1943	10	17
PNEUMONIA	DEATHS	4	WORCESTER	MA	1943	10	17
SCARLET FEVER	CASES	28	WORCESTER	MA	1943	10	17
WHOOPING COUGH [PERTUSSIS]	CASES	9	WORCESTER	MA	1943	10	17
DIPHTHERIA	CASES	0	WORCESTER	MA	1943	10	24
INFLUENZA	DEATHS	0	WORCESTER	MA	1943	10	24
MEASLES	CASES	0	WORCESTER	MA	1943	10	24
PNEUMONIA	DEATHS	4	WORCESTER	MA	1943	10	24
SCARLET FEVER	CASES	18	WORCESTER	MA	1943	10	24
WHOOPING COUGH [PERTUSSIS]	CASES	9	WORCESTER	MA	1943	10	24
DIPHTHERIA	CASES	0	WORCESTER	MA	1943	10	31
INFLUENZA	DEATHS	0	WORCESTER	MA	1943	10	31
MEASLES	CASES	1	WORCESTER	MA	1943	10	31
PNEUMONIA	DEATHS	5	WORCESTER	MA	1943	10	31
SCARLET FEVER	CASES	20	WORCESTER	MA	1943	10	31
WHOOPING COUGH [PERTUSSIS]	CASES	1	WORCESTER	MA	1943	10	31
DIPHTHERIA	CASES	0	WORCESTER	MA	1943	11	7
INFLUENZA	DEATHS	0	WORCESTER	MA	1943	11	7
MEASLES	CASES	0	WORCESTER	MA	1943	11	7
PNEUMONIA	DEATHS	10	WORCESTER	MA	1943	11	7
SCARLET FEVER	CASES	36	WORCESTER	MA	1943	11	7
WHOOPING COUGH [PERTUSSIS]	CASES	10	WORCESTER	MA	1943	11	7
DIPHTHERIA	CASES	0	WORCESTER	MA	1943	11	21
INFLUENZA	DEATHS	0	WORCESTER	MA	1943	11	21
MEASLES	CASES	1	WORCESTER	MA	1943	11	21
PNEUMONIA	DEATHS	6	WORCESTER	MA	1943	11	21
SCARLET FEVER	CASES	23	WORCESTER	MA	1943	11	21
WHOOPING COUGH [PERTUSSIS]	CASES	8	WORCESTER	MA	1943	11	21
DIPHTHERIA	CASES	0	WORCESTER	MA	1943	11	28
INFLUENZA	DEATHS	0	WORCESTER	MA	1943	11	28
MEASLES	CASES	0	WORCESTER	MA	1943	11	28
PNEUMONIA	DEATHS	6	WORCESTER	MA	1943	11	28
SCARLET FEVER	CASES	21	WORCESTER	MA	1943	11	28
WHOOPING COUGH [PERTUSSIS]	CASES	6	WORCESTER	MA	1943	11	28
DIPHTHERIA	CASES	0	WORCESTER	MA	1943	12	5
INFLUENZA	DEATHS	0	WORCESTER	MA	1943	12	5
MEASLES	CASES	1	WORCESTER	MA	1943	12	5
PNEUMONIA	DEATHS	9	WORCESTER	MA	1943	12	5
SCARLET FEVER	CASES	61	WORCESTER	MA	1943	12	5
WHOOPING COUGH [PERTUSSIS]	CASES	7	WORCESTER	MA	1943	12	5
DIPHTHERIA	CASES	0	WORCESTER	MA	1943	12	12
INFLUENZA	DEATHS	0	WORCESTER	MA	1943	12	12
MEASLES	CASES	1	WORCESTER	MA	1943	12	12
PNEUMONIA	DEATHS	11	WORCESTER	MA	1943	12	12
SCARLET FEVER	CASES	58	WORCESTER	MA	1943	12	12
WHOOPING COUGH [PERTUSSIS]	CASES	1	WORCESTER	MA	1943	12	12
DIPHTHERIA	CASES	0	WORCESTER	MA	1943	12	19
INFLUENZA	DEATHS	0	WORCESTER	MA	1943	12	19
MEASLES	CASES	12	WORCESTER	MA	1943	12	19
PNEUMONIA	DEATHS	12	WORCESTER	MA	1943	12	19
SCARLET FEVER	CASES	36	WORCESTER	MA	1943	12	19
WHOOPING COUGH [PERTUSSIS]	CASES	3	WORCESTER	MA	1943	12	19
DIPHTHERIA	CASES	0	WORCESTER	MA	1943	12	26
INFLUENZA	DEATHS	2	WORCESTER	MA	1943	12	26
MEASLES	CASES	2	WORCESTER	MA	1943	12	26
PNEUMONIA	DEATHS	34	WORCESTER	MA	1943	12	26
SCARLET FEVER	CASES	35	WORCESTER	MA	1943	12	26
WHOOPING COUGH [PERTUSSIS]	CASES	0	WORCESTER	MA	1943	12	26
DIPHTHERIA	CASES	0	WORCESTER	MA	1944	1	2
INFLUENZA	DEATHS	2	WORCESTER	MA	1944	1	2
MEASLES	CASES	13	WORCESTER	MA	1944	1	2
PNEUMONIA	DEATHS	28	WORCESTER	MA	1944	1	2
SCARLET FEVER	CASES	55	WORCESTER	MA	1944	1	2
WHOOPING COUGH [PERTUSSIS]	CASES	7	WORCESTER	MA	1944	1	2
DIPHTHERIA	CASES	0	WORCESTER	MA	1944	1	9
INFLUENZA	DEATHS	2	WORCESTER	MA	1944	1	9
MEASLES	CASES	7	WORCESTER	MA	1944	1	9
PNEUMONIA	DEATHS	19	WORCESTER	MA	1944	1	9
SCARLET FEVER	CASES	50	WORCESTER	MA	1944	1	9
WHOOPING COUGH [PERTUSSIS]	CASES	3	WORCESTER	MA	1944	1	9
DIPHTHERIA	CASES	0	WORCESTER	MA	1944	1	16
INFLUENZA	DEATHS	0	WORCESTER	MA	1944	1	16
MEASLES	CASES	2	WORCESTER	MA	1944	1	16
PNEUMONIA	DEATHS	9	WORCESTER	MA	1944	1	16
SCARLET FEVER	CASES	53	WORCESTER	MA	1944	1	16
WHOOPING COUGH [PERTUSSIS]	CASES	5	WORCESTER	MA	1944	1	16
DIPHTHERIA	CASES	0	WORCESTER	MA	1944	1	23
INFLUENZA	DEATHS	0	WORCESTER	MA	1944	1	23
MEASLES	CASES	6	WORCESTER	MA	1944	1	23
PNEUMONIA	DEATHS	14	WORCESTER	MA	1944	1	23
SCARLET FEVER	CASES	76	WORCESTER	MA	1944	1	23
WHOOPING COUGH [PERTUSSIS]	CASES	4	WORCESTER	MA	1944	1	23
DIPHTHERIA	CASES	0	WORCESTER	MA	1944	1	30
INFLUENZA	DEATHS	0	WORCESTER	MA	1944	1	30
MEASLES	CASES	4	WORCESTER	MA	1944	1	30
PNEUMONIA	DEATHS	6	WORCESTER	MA	1944	1	30
SCARLET FEVER	CASES	39	WORCESTER	MA	1944	1	30
WHOOPING COUGH [PERTUSSIS]	CASES	1	WORCESTER	MA	1944	1	30
DIPHTHERIA	CASES	0	WORCESTER	MA	1944	2	6
INFLUENZA	CASES	1	WORCESTER	MA	1944	2	6
INFLUENZA	DEATHS	1	WORCESTER	MA	1944	2	6
MEASLES	CASES	3	WORCESTER	MA	1944	2	6
PNEUMONIA	DEATHS	10	WORCESTER	MA	1944	2	6
SCARLET FEVER	CASES	70	WORCESTER	MA	1944	2	6
WHOOPING COUGH [PERTUSSIS]	CASES	3	WORCESTER	MA	1944	2	6
DIPHTHERIA	CASES	0	WORCESTER	MA	1944	2	13
INFLUENZA	DEATHS	0	WORCESTER	MA	1944	2	13
MEASLES	CASES	1	WORCESTER	MA	1944	2	13
PNEUMONIA	DEATHS	9	WORCESTER	MA	1944	2	13
SCARLET FEVER	CASES	81	WORCESTER	MA	1944	2	13
WHOOPING COUGH [PERTUSSIS]	CASES	4	WORCESTER	MA	1944	2	13
DIPHTHERIA	CASES	0	WORCESTER	MA	1944	2	20
INFLUENZA	DEATHS	0	WORCESTER	MA	1944	2	20
MEASLES	CASES	0	WORCESTER	MA	1944	2	20
PNEUMONIA	DEATHS	5	WORCESTER	MA	1944	2	20
SCARLET FEVER	CASES	70	WORCESTER	MA	1944	2	20
WHOOPING COUGH [PERTUSSIS]	CASES	2	WORCESTER	MA	1944	2	20
DIPHTHERIA	CASES	0	WORCESTER	MA	1944	2	27
INFLUENZA	DEATHS	0	WORCESTER	MA	1944	2	27
MEASLES	CASES	0	WORCESTER	MA	1944	2	27
PNEUMONIA	DEATHS	9	WORCESTER	MA	1944	2	27
SCARLET FEVER	CASES	47	WORCESTER	MA	1944	2	27
WHOOPING COUGH [PERTUSSIS]	CASES	2	WORCESTER	MA	1944	2	27
