sample	country	region	hdbcluster	reads	collection_year
Cambodia.056_t30	Myanmar	South East Asia	3	Myanmar.09	2011
Cambodia.056_t30	Myanmar	South East Asia	3	Myanmar.10	2011
Cambodia.056_t30	Myanmar	South East Asia	3	Myanmar.22	2012
Cambodia.056_t30	Myanmar	South East Asia	3	Myanmar.38	2012
Cambodia.056_t30	Myanmar	South East Asia	3	Myanmar.56	2012
Cambodia.056_t30	Thailand	South East Asia	3	Thailand.025	2012
Cambodia.056_t30	Thailand	South East Asia	3	Thailand.038	2012
Cambodia.056_t30	Thailand	South East Asia	3	Thailand.165	2014
Cambodia.056_t30	Thailand	South East Asia	3	Thailand.169	2014
Cambodia.056_t30	Thailand	South East Asia	3	Thailand.241	2012
Cambodia.056_t30	Viet_Nam	South East Asia	3	Viet_Nam.008	2011
Cambodia.056_t30	Viet_Nam	South East Asia	3	Viet_Nam.020	2011
Cambodia.056_t30	Viet_Nam	South East Asia	3	Viet_Nam.027	2011
Cambodia.056_t30	Viet_Nam	South East Asia	3	Viet_Nam.030	2011
Cambodia.056_t30	Viet_Nam	South East Asia	3	Viet_Nam.040	2011
Cambodia.056_t30	Viet_Nam	South East Asia	3	Viet_Nam.091	2012
Cambodia.056_t30	Viet_Nam	South East Asia	3	Viet_Nam.093	2012
Cambodia.056_t30	Viet_Nam	South East Asia	3	Viet_Nam.103	2012
Malawi.223_t2	Malawi	East Africa	2	Malawi.223	2011
Malawi.223_t2	Malawi	East Africa	2	Malawi.249	2011
DRC.036_t2	DRC	Central Africa	2	DRC.036	2013
DRC.036_t2	Ghana	West Africa	2	Ghana.042	2009
DRC.029_t4	DRC	Central Africa	2	DRC.029	2013
DRC.029_t4	Malawi	East Africa	2	Malawi.063	2011
DRC.029_t4	Malawi	East Africa	2	Malawi.124	2011
DRC.029_t4	Malawi	East Africa	2	Malawi.207	2011
Mali.32_t1	Mali	West Africa	2	Mali.32	2007
Ghana.458_t1	Ghana	West Africa	2	Ghana.458	2013
IT_t2	IT	Lab	2	IT	"NA"
IT_t2	Vietnam_Oak-Knoll_FVO	Lab	2	Vietnam_Oak-Knoll_FVO	"NA"
Cambodia.164_t2	Cambodia	South East Asia	2	Cambodia.164	2010
Cambodia.164_t2	Thailand	South East Asia	2	Thailand.148	2012
Myanmar.14_t2	Myanmar	South East Asia	2	Myanmar.14	2012
Myanmar.14_t2	Myanmar	South East Asia	2	Myanmar.63	2012
Ghana.409_t1	Ghana	West Africa	2	Ghana.409	2013
Cambodia.156_t11	Cambodia	South East Asia	2	Cambodia.156	2010
Cambodia.156_t11	Cambodia	South East Asia	2	Cambodia.210	2011
Cambodia.156_t11	Cambodia	South East Asia	2	Cambodia.294	2011
Cambodia.156_t11	Cambodia	South East Asia	2	Cambodia.296	2011
Cambodia.156_t11	Cambodia	South East Asia	2	Cambodia.297	2011
Cambodia.156_t11	Cambodia	South East Asia	2	Cambodia.317	2011
Cambodia.156_t11	Cambodia	South East Asia	2	Cambodia.321	2011
Cambodia.156_t11	Cambodia	South East Asia	2	Cambodia.358	2011
Cambodia.156_t11	Cambodia	South East Asia	2	Cambodia.480	2012
Cambodia.156_t11	Viet_Nam	South East Asia	2	Viet_Nam.089	2012
Cambodia.156_t11	Viet_Nam	South East Asia	2	Viet_Nam.094	2011
Laos.10_t1	Laos	South East Asia	2	Laos.10	2011
Ghana.431_t1	Ghana	West Africa	2	Ghana.431	2013
Bangladesh.48_t1	Bangladesh	South East Asia	2	Bangladesh.48	2012
Thailand.090_t6	Thailand	South East Asia	2	Thailand.090	2012
Thailand.090_t6	Thailand	South East Asia	2	Thailand.187	2008
Thailand.090_t6	Thailand	South East Asia	2	Thailand.227	2012
Thailand.090_t6	Thailand	South East Asia	2	Thailand.243	2012
Thailand.090_t6	Thailand	South East Asia	2	Thailand.245	2012
Thailand.090_t6	Thailand	South East Asia	2	Thailand.249	2012
Gambia.48_t1	Gambia	West Africa	2	Gambia.48	2008
Mali.41_t1	Mali	West Africa	2	Mali.41	2007
Cambodia.063_t4	Cambodia	South East Asia	2	Cambodia.063	2013
Cambodia.063_t4	Cambodia	South East Asia	2	Cambodia.080	2009
Cambodia.063_t4	Cambodia	South East Asia	2	Cambodia.105	2010
Cambodia.063_t4	Cambodia	South East Asia	2	Cambodia.369	2011
Ghana.243_t2	Ghana	West Africa	2	Ghana.243	2011
Ghana.243_t2	Guinea	West Africa	2	Guinea.35	2011
Malawi.182_t1	Malawi	East Africa	1	Malawi.182	2011
Cambodia.088_t3	Cambodia	South East Asia	2	Cambodia.088	2010
Cambodia.088_t3	Cambodia	South East Asia	2	Cambodia.179	2010
Cambodia.088_t3	Cambodia	South East Asia	2	Cambodia.193	2010
Ghana.497_t1	Ghana	West Africa	2	Ghana.497	2012
Malawi.100_t1	Malawi	East Africa	2	Malawi.100	2011
Ghana.088_t1	Ghana	West Africa	2	Ghana.088	2010
Senegal.018_t1	Senegal	West Africa	2	Senegal.018	2009
Ghana.152_t1	Ghana	West Africa	2	Ghana.152	2010
Thailand.011_t6	Thailand	South East Asia	2	Thailand.011	2011
Thailand.011_t6	Thailand	South East Asia	2	Thailand.030	2011
Thailand.011_t6	Thailand	South East Asia	2	Thailand.059	2011
Thailand.011_t6	Thailand	South East Asia	2	Thailand.101	2012
Thailand.011_t6	Thailand	South East Asia	2	Thailand.209	2008
Thailand.011_t6	Thailand	South East Asia	2	Thailand.214	2011
Cambodia.219_t2	Cambodia	South East Asia	2	Cambodia.219	2011
Cambodia.219_t2	Cambodia	South East Asia	2	Cambodia.447	2012
Myanmar.35_t1	Myanmar	South East Asia	2	Myanmar.35	2012
Malawi.150_t1	Malawi	East Africa	2	Malawi.150	2011
DRC.051_t1	DRC	Central Africa	2	DRC.051	2013
DRC.060_t1	DRC	Central Africa	2	DRC.060	2013
Cambodia.214_t7	Cambodia	South East Asia	2	Cambodia.214	2011
Cambodia.214_t7	Cambodia	South East Asia	2	Cambodia.325	2011
Cambodia.214_t7	Cambodia	South East Asia	2	Cambodia.372	2011
Cambodia.214_t7	Laos	South East Asia	2	Laos.77	2012
Cambodia.214_t7	Myanmar	South East Asia	2	Myanmar.02	2011
Cambodia.214_t7	Myanmar	South East Asia	2	Myanmar.05	2011
Cambodia.214_t7	Myanmar	South East Asia	2	Myanmar.23	2012
Ghana.210_t1	Ghana	West Africa	2	Ghana.210	2011
Malawi.082_t1	Malawi	East Africa	2	Malawi.082	2011
Malawi.239_t1	Malawi	East Africa	2	Malawi.239	2011
Malawi.155_t1	Malawi	East Africa	2	Malawi.155	2011
Ghana.132_t1	Ghana	West Africa	2	Ghana.132	2010
Malawi.208_t2	Malawi	East Africa	2	Malawi.208	2011
Malawi.208_t2	Mali	West Africa	2	Mali.55	2007
Ghana.250_t1	Ghana	West Africa	2	Ghana.250	2011
Ghana.122_t1	Ghana	West Africa	2	Ghana.122	2010
Cambodia.109_t20	Cambodia	South East Asia	2	Cambodia.109	2010
Cambodia.109_t20	Cambodia	South East Asia	2	Cambodia.113	2010
Cambodia.109_t20	Cambodia	South East Asia	2	Cambodia.143	2010
Cambodia.109_t20	Cambodia	South East Asia	2	Cambodia.151	2010
Cambodia.109_t20	Cambodia	South East Asia	2	Cambodia.198	2011
Cambodia.109_t20	Cambodia	South East Asia	2	Cambodia.248	2011
Cambodia.109_t20	Cambodia	South East Asia	2	Cambodia.270	2011
Cambodia.109_t20	Cambodia	South East Asia	2	Cambodia.309	2011
Cambodia.109_t20	Cambodia	South East Asia	2	Cambodia.311	2011
Cambodia.109_t20	Cambodia	South East Asia	2	Cambodia.315	2011
Cambodia.109_t20	Cambodia	South East Asia	2	Cambodia.323	2011
Cambodia.109_t20	Cambodia	South East Asia	2	Cambodia.380	2011
Cambodia.109_t20	Laos	South East Asia	2	Laos.02	2011
Cambodia.109_t20	Laos	South East Asia	2	Laos.03	2011
Cambodia.109_t20	Laos	South East Asia	2	Laos.15	2011
Cambodia.109_t20	Laos	South East Asia	2	Laos.17	2011
Cambodia.109_t20	Laos	South East Asia	2	Laos.24	2011
Cambodia.109_t20	Laos	South East Asia	2	Laos.90	2012
Cambodia.109_t20	Thailand	South East Asia	2	Thailand.027	2011
Cambodia.109_t20	Viet_Nam	South East Asia	2	Viet_Nam.077	2012
Gambia.54_t1	Gambia	West Africa	2	Gambia.54	2008
Ghana.019_t1	Ghana	West Africa	2	Ghana.019	2009
DRC.058_t1	DRC	Central Africa	2	DRC.058	2013
DRC.052_t21	DRC	Central Africa	2	DRC.052	2013
DRC.052_t21	Gambia	West Africa	2	Gambia.14	2008
DRC.052_t21	Gambia	West Africa	2	Gambia.26	2008
DRC.052_t21	Gambia	West Africa	2	Gambia.51	2008
DRC.052_t21	Ghana	West Africa	2	Ghana.074	2010
DRC.052_t21	Ghana	West Africa	2	Ghana.090	2010
DRC.052_t21	Ghana	West Africa	2	Ghana.143	2010
DRC.052_t21	Ghana	West Africa	2	Ghana.157	2010
DRC.052_t21	Ghana	West Africa	2	Ghana.161	2010
DRC.052_t21	Ghana	West Africa	2	Ghana.207	2011
DRC.052_t21	Ghana	West Africa	2	Ghana.230	2011
DRC.052_t21	Ghana	West Africa	2	Ghana.247	2011
DRC.052_t21	Ghana	West Africa	2	Ghana.267	2011
DRC.052_t21	Ghana	West Africa	2	Ghana.309	2012
DRC.052_t21	Ghana	West Africa	2	Ghana.341	2012
DRC.052_t21	Ghana	West Africa	2	Ghana.420	2013
DRC.052_t21	Ghana	West Africa	2	Ghana.484	2013
DRC.052_t21	Guinea	West Africa	2	Guinea.20	2011
DRC.052_t21	Mali	West Africa	2	Mali.66	2007
DRC.052_t21	Senegal	West Africa	2	Senegal.051	2010
DRC.052_t21	Senegal	West Africa	2	Senegal.107	2005
Ghana.442_t1	Ghana	West Africa	2	Ghana.442	2013
Malawi.117_t1	Malawi	East Africa	2	Malawi.117	2011
French_Guiana.03_t9	French_Guiana	South America	2	French_Guiana.03	2009
French_Guiana.03_t9	French_Guiana	South America	2	French_Guiana.09	2010
French_Guiana.03_t9	French_Guiana	South America	2	French_Guiana.11	2010
French_Guiana.03_t9	French_Guiana	South America	2	French_Guiana.27	2009
French_Guiana.03_t9	French_Guiana	South America	2	French_Guiana.33	2010
French_Guiana.03_t9	Ghana	West Africa	2	Ghana.003	2009
French_Guiana.03_t9	Ghana	West Africa	2	Ghana.324	2012
French_Guiana.03_t9	Guinea	West Africa	2	Guinea.18	2011
French_Guiana.03_t9	Mali	West Africa	2	Mali.19	2010
Ghana.092_t1	Ghana	West Africa	2	Ghana.092	2010
Senegal.004_t1	Senegal	West Africa	2	Senegal.004	2002
Malawi.246_t1	Malawi	East Africa	2	Malawi.246	2011
Myanmar.25_t1	Myanmar	South East Asia	2	Myanmar.25	2012
Gambia.09_t3	Gambia	West Africa	2	Gambia.09	2008
Gambia.09_t3	Malawi	East Africa	2	Malawi.031	2011
Gambia.09_t3	Malawi	East Africa	2	Malawi.181	2011
Mali.53_t1	Mali	West Africa	2	Mali.53	2007
Ghana.081_t1	Ghana	West Africa	2	Ghana.081	2011
Ghana.307_t2	Ghana	West Africa	2	Ghana.307	2012
Ghana.307_t2	Senegal	West Africa	2	Senegal.085	2009
Laos.56_t5	Laos	South East Asia	2	Laos.56	2012
Laos.56_t5	Thailand	South East Asia	2	Thailand.071	2012
Laos.56_t5	Thailand	South East Asia	2	Thailand.073	2012
Laos.56_t5	Thailand	South East Asia	2	Thailand.240	2012
Laos.56_t5	Thailand	South East Asia	2	Thailand.257	2014
DRC.094_t1	DRC	Central Africa	2	DRC.094	2013
Ghana.095_t1	Ghana	West Africa	2	Ghana.095	2010
EF614230_t1	EF614230	Lab	2	EF614230	"NA"
DRC.102_t1	DRC	Central Africa	2	DRC.102	2013
Bangladesh.15_t3	Bangladesh	South East Asia	2	Bangladesh.15	2012
Bangladesh.15_t3	Bangladesh	South East Asia	2	Bangladesh.22	2012
Bangladesh.15_t3	Thailand	South East Asia	2	Thailand.161	2014
Ghana.297_t1	Ghana	West Africa	2	Ghana.297	2012
Malawi.091_t3	Malawi	East Africa	2	Malawi.091	2011
Malawi.091_t3	Mali	West Africa	2	Mali.45	2007
Malawi.091_t3	Mali	West Africa	2	Mali.71	2007
Laos.11_t2	Laos	South East Asia	2	Laos.11	2011
Laos.11_t2	Laos	South East Asia	2	Laos.21	2011
Bangladesh.08_t9	Bangladesh	South East Asia	2	Bangladesh.08	2012
Bangladesh.08_t9	Ghana	West Africa	2	Ghana.485	2013
Bangladesh.08_t9	Guinea	West Africa	2	Guinea.25	2011
Bangladesh.08_t9	Guinea	West Africa	2	Guinea.37	2011
Bangladesh.08_t9	Malawi	East Africa	2	Malawi.051	2011
Bangladesh.08_t9	Malawi	East Africa	2	Malawi.067	2011
Bangladesh.08_t9	Malawi	East Africa	2	Malawi.243	2011
Bangladesh.08_t9	Ghana	West Africa	2	Ghana.110	2010
Bangladesh.08_t9	Ghana	West Africa	2	Ghana.331	2012
Ghana.208_t3	Ghana	West Africa	2	Ghana.208	2011
Ghana.208_t3	Senegal	West Africa	2	Senegal.009	2011
Ghana.208_t3	Senegal	West Africa	2	Senegal.105	2004
Senegal.072_t1	Senegal	West Africa	2	Senegal.072	2009
Malawi.254_t2	Malawi	East Africa	3	Malawi.254	2011
Malawi.254_t2	Malawi	East Africa	3	Malawi.264	2011
Ghana.354_t1	Ghana	West Africa	3	Ghana.354	2012
Cambodia.149_t4	Cambodia	South East Asia	3	Cambodia.149	2010
Cambodia.149_t4	Cambodia	South East Asia	3	Cambodia.163	2010
Cambodia.149_t4	Cambodia	South East Asia	3	Cambodia.322	2011
Cambodia.149_t4	Cambodia	South East Asia	3	Cambodia.326	2011
Ghana.438_t1	Ghana	West Africa	3	Ghana.438	2013
Gambia.05_t5	Gambia	West Africa	3	Gambia.05	2008
Gambia.05_t5	Gambia	West Africa	3	Gambia.30	2008
Gambia.05_t5	Gambia	West Africa	3	Gambia.38	2008
Gambia.05_t5	Gambia	West Africa	3	Gambia.39	2008
Gambia.05_t5	Ghana	West Africa	3	Ghana.098	2010
Guinea.65_t1	Guinea	West Africa	3	Guinea.65	2011
Malawi.187_t2	Malawi	East Africa	3	Malawi.187	2011
Malawi.187_t2	Malawi	East Africa	3	Malawi.259	2011
Ghana.035_t2	Ghana	West Africa	4	Ghana.035	2009
Ghana.035_t2	Ghana	West Africa	4	Ghana.127	2010
Ghana.020_t1	Ghana	West Africa	3	Ghana.020	2009
Guinea.03_t1	Guinea	West Africa	3	Guinea.03	2011
Ghana.368_t1	Ghana	West Africa	3	Ghana.368	2012
Malawi.225_t1	Malawi	East Africa	3	Malawi.225	2011
Malawi.257_t1	Malawi	East Africa	3	Malawi.257	2011
Senegal.025_t3	Senegal	West Africa	3	Senegal.025	2011
Senegal.025_t3	Senegal	West Africa	3	Senegal.033	2010
Senegal.025_t3	Senegal	West Africa	3	Senegal.044	2011
Malawi.017_t1	Malawi	East Africa	3	Malawi.017	2011
Ghana.087_t3	Ghana	West Africa	3	Ghana.087	2010
Ghana.087_t3	Ghana	West Africa	3	Ghana.179	2010
Ghana.087_t3	Ghana	West Africa	3	Ghana.364	2012
Mali.63_t1	Mali	West Africa	3	Mali.63	2007
Guinea.79_t1	Guinea	West Africa	3	Guinea.79	2011
Ghana.061_t4	Ghana	West Africa	3	Ghana.061	2009
Ghana.061_t4	Ghana	West Africa	3	Ghana.160	2010
Ghana.061_t4	Ghana	West Africa	3	Ghana.265	2011
Ghana.061_t4	Ghana	West Africa	3	Ghana.402	2013
Ghana.338_t5	Ghana	West Africa	3	Ghana.338	2012
Ghana.338_t5	Ghana	West Africa	3	Ghana.450	2013
Ghana.338_t5	Malawi	East Africa	3	Malawi.122	2011
Ghana.338_t5	Malawi	East Africa	3	Malawi.242	2011
Ghana.338_t5	Senegal	West Africa	3	Senegal.067	2009
Ghana.137_t3	Ghana	West Africa	3	Ghana.137	2010
Ghana.137_t3	Ghana	West Africa	3	Ghana.212	2011
Ghana.137_t3	Ghana	West Africa	3	Ghana.310	2012
Malawi.214_t2	Malawi	East Africa	3	Malawi.214	2011
Malawi.214_t2	5_1-2	Lab	3	5_1-2	"NA"
Cambodia.006_t43	Cambodia	South East Asia	3	Cambodia.006	2011
Cambodia.006_t43	Cambodia	South East Asia	3	Cambodia.009	2012
Cambodia.006_t43	Cambodia	South East Asia	3	Cambodia.010	2011
Cambodia.006_t43	Cambodia	South East Asia	3	Cambodia.011	2010
Cambodia.006_t43	Cambodia	South East Asia	3	Cambodia.012	2012
Cambodia.006_t43	Cambodia	South East Asia	3	Cambodia.037	2013
Cambodia.006_t43	Cambodia	South East Asia	3	Cambodia.039	2013
Cambodia.006_t43	Cambodia	South East Asia	3	Cambodia.042	2011
Cambodia.006_t43	Cambodia	South East Asia	3	Cambodia.047	2013
Cambodia.006_t43	Cambodia	South East Asia	3	Cambodia.053	2013
Cambodia.006_t43	Cambodia	South East Asia	3	Cambodia.058	2013
Cambodia.006_t43	Cambodia	South East Asia	3	Cambodia.060	2011
Cambodia.006_t43	Cambodia	South East Asia	3	Cambodia.075	2009
Cambodia.006_t43	Cambodia	South East Asia	3	Cambodia.078	2009
Cambodia.006_t43	Cambodia	South East Asia	3	Cambodia.095	2010
Cambodia.006_t43	Cambodia	South East Asia	3	Cambodia.120	2010
Cambodia.006_t43	Cambodia	South East Asia	3	Cambodia.133	2010
Cambodia.006_t43	Cambodia	South East Asia	3	Cambodia.145	2010
Cambodia.006_t43	Cambodia	South East Asia	3	Cambodia.162	2010
Cambodia.006_t43	Cambodia	South East Asia	3	Cambodia.203	2009
Cambodia.006_t43	Cambodia	South East Asia	3	Cambodia.235	2011
Cambodia.006_t43	Cambodia	South East Asia	3	Cambodia.238	2011
Cambodia.006_t43	Cambodia	South East Asia	3	Cambodia.278	2011
Cambodia.006_t43	Cambodia	South East Asia	3	Cambodia.334	2011
Cambodia.006_t43	Cambodia	South East Asia	3	Cambodia.337	2011
Cambodia.006_t43	Cambodia	South East Asia	3	Cambodia.338	2011
Cambodia.006_t43	Cambodia	South East Asia	3	Cambodia.395	2011
Cambodia.006_t43	Cambodia	South East Asia	3	Cambodia.409	2011
Cambodia.006_t43	Cambodia	South East Asia	3	Cambodia.413	2011
Cambodia.006_t43	Cambodia	South East Asia	3	Cambodia.419	2011
Cambodia.006_t43	Laos	South East Asia	3	Laos.60	2012
Cambodia.006_t43	Thailand	South East Asia	3	Thailand.039	2011
Cambodia.006_t43	Thailand	South East Asia	3	Thailand.043	2011
Cambodia.006_t43	Thailand	South East Asia	3	Thailand.127	2012
Cambodia.006_t43	Thailand	South East Asia	3	Thailand.128	2012
Cambodia.006_t43	Thailand	South East Asia	3	Thailand.132	2012
Cambodia.006_t43	Thailand	South East Asia	3	Thailand.133	2012
Cambodia.006_t43	Thailand	South East Asia	3	Thailand.134	2012
Cambodia.006_t43	Thailand	South East Asia	3	Thailand.146	2012
Cambodia.006_t43	Thailand	South East Asia	3	Thailand.153	2012
Cambodia.006_t43	Thailand	South East Asia	3	Thailand.154	2012
Cambodia.006_t43	Thailand	South East Asia	3	Thailand.157	2012
Cambodia.006_t43	Thailand	South East Asia	3	Thailand.159	2013
Thailand.202_t2	Thailand	South East Asia	3	Thailand.202	2008
Thailand.202_t2	Thailand	South East Asia	3	Thailand.259	2002
Thailand.147_t1	Thailand	South East Asia	3	Thailand.147	2012
Mali.01_t1	Mali	West Africa	3	Mali.01	2002
DRC.039_t6	DRC	Central Africa	3	DRC.039	2013
DRC.039_t6	Ghana	West Africa	3	Ghana.109	2010
DRC.039_t6	Ghana	West Africa	3	Ghana.259	2011
DRC.039_t6	Ghana	West Africa	3	Ghana.428	2013
DRC.039_t6	Ghana	West Africa	3	Ghana.441	2013
DRC.039_t6	Senegal	West Africa	3	Senegal.052	2010
DRC.061_t3	DRC	Central Africa	3	DRC.061	2013
DRC.061_t3	DRC	Central Africa	3	DRC.062	2013
DRC.061_t3	GB4	Lab	3	GB4	"NA"
DRC.042_t1	DRC	Central Africa	3	DRC.042	2013
DRC.038_t1	DRC	Central Africa	3	DRC.038	2013
DRC.023_t1	DRC	Central Africa	3	DRC.023	2013
Mali.76_t1	Mali	West Africa	3	Mali.76	2007
DRC.057_t3	DRC	Central Africa	3	DRC.057	2013
DRC.057_t3	Ghana	West Africa	3	Ghana.328	2013
DRC.057_t3	Ghana	West Africa	3	Ghana.495	2012
Ghana.103_t2	Ghana	West Africa	3	Ghana.103	2010
Ghana.103_t2	Ghana	West Africa	3	Ghana.422	2013
EF614232_t1	EF614232	Lab	3	EF614232	"NA"
Malawi.143_t1	Malawi	East Africa	3	Malawi.143	2011
DRC.047_t11	DRC	Central Africa	3	DRC.047	2013
DRC.047_t11	Ghana	West Africa	3	Ghana.054	2009
DRC.047_t11	Ghana	West Africa	3	Ghana.133	2010
DRC.047_t11	Ghana	West Africa	3	Ghana.163	2010
DRC.047_t11	Ghana	West Africa	3	Ghana.202	2011
DRC.047_t11	Ghana	West Africa	3	Ghana.410	2013
DRC.047_t11	Ghana	West Africa	3	Ghana.434	2013
DRC.047_t11	Ghana	West Africa	3	Ghana.482	2013
DRC.047_t11	Malawi	East Africa	3	Malawi.159	2011
DRC.047_t11	Malawi	East Africa	3	Malawi.165	2011
DRC.047_t11	Senegal	West Africa	3	Senegal.104	2008
Malawi.130_t1	Malawi	East Africa	3	Malawi.130	2011
Cambodia.279_t16	Cambodia	South East Asia	3	Cambodia.279	2011
Cambodia.279_t16	Cambodia	South East Asia	3	Cambodia.303	2011
Cambodia.279_t16	Cambodia	South East Asia	3	Cambodia.354	2011
Cambodia.279_t16	Cambodia	South East Asia	3	Cambodia.356	2011
Cambodia.279_t16	Cambodia	South East Asia	3	Cambodia.357	2011
Cambodia.279_t16	Cambodia	South East Asia	3	Cambodia.442	2012
Cambodia.279_t16	Cambodia	South East Asia	3	Cambodia.443	2012
Cambodia.279_t16	Cambodia	South East Asia	3	Cambodia.474	2012
Cambodia.279_t16	Cambodia	South East Asia	3	Cambodia.475	2012
Cambodia.279_t16	Cambodia	South East Asia	3	Cambodia.481	2012
Cambodia.279_t16	Cambodia	South East Asia	3	Cambodia.488	2012
Cambodia.279_t16	Laos	South East Asia	3	Laos.65	2012
Cambodia.279_t16	Thailand	South East Asia	3	Thailand.028	2011
Cambodia.279_t16	Thailand	South East Asia	3	Thailand.164	2014
Cambodia.279_t16	Thailand	South East Asia	3	Thailand.182	2014
Cambodia.279_t16	Thailand	South East Asia	3	Thailand.242	2012
Viet_Nam.012_t1	Viet_Nam	South East Asia	3	Viet_Nam.012	2011
DRC.098_t1	DRC	Central Africa	3	DRC.098	2013
Ghana.344_t1	Ghana	West Africa	3	Ghana.344	2012
Cambodia.217_t1	Cambodia	South East Asia	2	Cambodia.217	2011
Cambodia.312_t2	Cambodia	South East Asia	2	Cambodia.312	2011
Cambodia.312_t2	Cambodia	South East Asia	2	Cambodia.316	2011
Laos.19_t3	Laos	South East Asia	2	Laos.19	2011
Laos.19_t3	Laos	South East Asia	2	Laos.46	2011
Laos.19_t3	Laos	South East Asia	2	Laos.71	2012
DRC.053_t6	DRC	Central Africa	2	DRC.053	2013
DRC.053_t6	Ghana	West Africa	2	Ghana.014	2009
DRC.053_t6	Ghana	West Africa	2	Ghana.473	2013
DRC.053_t6	Malawi	East Africa	2	Malawi.145	2011
DRC.053_t6	Mali	West Africa	2	Mali.44	2007
DRC.053_t6	Senegal	West Africa	2	Senegal.076	2009
DRC.074_t1	DRC	Central Africa	3	DRC.074	2013
Malawi.177_t1	Malawi	East Africa	3	Malawi.177	2011
DRC.007_t1	DRC	Central Africa	3	DRC.007	2013
Ghana.336_t2	Ghana	West Africa	3	Ghana.336	2012
Ghana.336_t2	Malawi	East Africa	3	Malawi.209	2011
Malawi.048_t1	Malawi	East Africa	3	Malawi.048	2011
Malawi.230_t1	Malawi	East Africa	3	Malawi.230	2011
Ghana.448_t1	Ghana	West Africa	3	Ghana.448	2013
Ghana.360_t1	Ghana	West Africa	3	Ghana.360	2012
DRC.076_t1	DRC	Central Africa	3	DRC.076	2013
Ghana.034_t5	Ghana	West Africa	3	Ghana.034	2009
Ghana.034_t5	Ghana	West Africa	3	Ghana.067	2009
Ghana.034_t5	Ghana	West Africa	3	Ghana.112	2010
Ghana.034_t5	Guinea	West Africa	3	Guinea.62	2011
Ghana.034_t5	Mali	West Africa	3	Mali.43	2007
Ghana.047_t2	Ghana	West Africa	3	Ghana.047	2009
Ghana.047_t2	Mali	West Africa	3	Mali.27	2007
Gambia.42_t5	Gambia	West Africa	3	Gambia.42	2008
Gambia.42_t5	Gambia	West Africa	3	Gambia.58	2008
Gambia.42_t5	Ghana	West Africa	3	Ghana.016	2009
Gambia.42_t5	Mali	West Africa	3	Mali.30	2007
Gambia.42_t5	Mali	West Africa	3	Mali.74	2007
Ghana.079_t1	Ghana	West Africa	3	Ghana.079	2010
Gambia.04_t1	Gambia	West Africa	3	Gambia.04	2008
Ghana.261_t1	Ghana	West Africa	3	Ghana.261	2011
Cambodia.205_t6	Cambodia	South East Asia	3	Cambodia.205	2009
Cambodia.205_t6	Cambodia	South East Asia	3	Cambodia.241	2011
Cambodia.205_t6	Cambodia	South East Asia	3	Cambodia.254	2011
Cambodia.205_t6	Cambodia	South East Asia	3	Cambodia.260	2011
Cambodia.205_t6	Cambodia	South East Asia	3	Cambodia.265	2011
Cambodia.205_t6	Cambodia	South East Asia	3	Cambodia.310	2011
Cambodia.147_t14	Cambodia	South East Asia	3	Cambodia.147	2010
Cambodia.147_t14	DRC	Central Africa	3	DRC.097	2013
Cambodia.147_t14	Thailand	South East Asia	3	Thailand.005	2011
Cambodia.147_t14	Thailand	South East Asia	3	Thailand.006	2011
Cambodia.147_t14	Thailand	South East Asia	3	Thailand.060	2011
Cambodia.147_t14	Thailand	South East Asia	3	Thailand.084	2012
Cambodia.147_t14	Thailand	South East Asia	3	Thailand.085	2012
Cambodia.147_t14	Thailand	South East Asia	3	Thailand.088	2012
Cambodia.147_t14	Thailand	South East Asia	3	Thailand.100	2012
Cambodia.147_t14	Thailand	South East Asia	3	Thailand.119	2012
Cambodia.147_t14	Thailand	South East Asia	3	Thailand.179	2008
Cambodia.147_t14	Thailand	South East Asia	3	Thailand.199	2008
Cambodia.147_t14	Thailand	South East Asia	3	Thailand.208	2008
Cambodia.147_t14	Thailand	South East Asia	3	Thailand.235	2012
Cambodia.247_t2	Cambodia	South East Asia	3	Cambodia.247	2011
Cambodia.247_t2	Cambodia	South East Asia	3	Cambodia.268	2011
Malawi.085_t2	Malawi	East Africa	3	Malawi.085	2011
Malawi.085_t2	Malawi	East Africa	3	Malawi.198	2011
Ghana.480_t1	Ghana	West Africa	3	Ghana.480	2013
Bangladesh.49_t1	Bangladesh	South East Asia	3	Bangladesh.49	2012
DRC.103_t10	DRC	Central Africa	3	DRC.103	2013
DRC.103_t10	Ghana	West Africa	3	Ghana.215	2011
DRC.103_t10	Ghana	West Africa	3	Ghana.367	2012
DRC.103_t10	Ghana	West Africa	3	Ghana.456	2013
DRC.103_t10	Malawi	East Africa	3	Malawi.019	2011
DRC.103_t10	Senegal	West Africa	3	Senegal.011	2009
DRC.103_t10	Senegal	West Africa	3	Senegal.063	2007
DRC.103_t10	Senegal	West Africa	3	Senegal.075	2009
DRC.103_t10	Senegal	West Africa	3	Senegal.086	2009
DRC.103_t10	Senegal	West Africa	3	Senegal.098	2008
Ghana.240_t1	Ghana	West Africa	3	Ghana.240	2011
DRC.045_t1	DRC	Central Africa	3	DRC.045	2013
Gambia.02_t1	Gambia	West Africa	3	Gambia.02	2008
Bangladesh.23_t1	Bangladesh	South East Asia	3	Bangladesh.23	2012
Cambodia.375_t2	Cambodia	South East Asia	3	Cambodia.375	2011
